Customer_ID,Name,Age,Gender,Location,Total_Spent,Age_Group
5ad076,Juan Holmes,26,Female,Chicago,4623,26-35
0db9a5,Troy Johnson,59,Other,Miami,2846,50+
575c46,Bradley Rich,22,Other,Houston,4667,18-25
550b13,Paul Gibson,24,Male,Houston,1204,18-25
60c2f9,Anthony Ponce,65,Female,Chicago,386,50+
eb6746,Kevin Thomas,54,Female,Miami,2067,50+
92cbb9,Benjamin Jones,48,Female,Miami,381,36-50
60c508,Connor Williams,55,Female,Los Angeles,3933,50+
d2a3a2,Samantha Benjamin,27,Other,Los Angeles,2844,26-35
1322e7,Patrick Griffin,58,Male,Miami,1052,50+
eeed0d,Crystal Gillespie,19,Male,Chicago,881,18-25
a12678,Gerald Harris,68,Male,Chicago,772,50+
cc8604,Ryan Medina,38,Male,Chicago,1789,36-50
f5a254,Dominique Freeman,48,Female,Los Angeles,4513,36-50
d19cca,Wayne Sutton,32,Other,New York,4207,26-35
bf128f,Deborah James,45,Other,Houston,1036,36-50
c0491a,Michael Martin,30,Other,Chicago,3999,26-35
8dd224,Anthony Kim,18,Other,Houston,807,
7d8fb8,Andrea Ruiz,41,Female,Chicago,4731,36-50
ef1539,Lee Wilcox,44,Male,Houston,212,36-50
1029b3,Jamie Ball,42,Female,Miami,4702,36-50
ac0060,Jacqueline Rowe,64,Female,Miami,1903,50+
c8c78f,Sharon Pierce,31,Other,Chicago,4011,26-35
7c6499,Karen Rasmussen,29,Female,Chicago,2343,26-35
b0af01,Tammy Carter,54,Male,Chicago,3991,50+
fdbb3f,Michael Jones,34,Female,New York,3811,26-35
5e1657,Tiffany Morris,61,Male,Miami,929,50+
940c3d,Kimberly George,27,Female,New York,181,26-35
309b59,Linda Wright,64,Female,Houston,4059,50+
37f14f,Christina Cook,59,Male,Miami,1118,50+
61e522,Thomas Davis,63,Male,Miami,4107,50+
d83b36,Rebecca Nelson,51,Male,New York,347,50+
a2a17c,Troy Bond,25,Other,Houston,572,18-25
2a9411,Carly Davis,46,Female,Miami,2921,36-50
897d59,Cory Miller,39,Female,Chicago,3661,36-50
cd5300,Grant Hampton,30,Other,Chicago,2455,26-35
9ba44c,Erin Smith,45,Other,Chicago,364,36-50
1ad5da,Patricia Chandler,37,Female,Chicago,4743,36-50
40f1ca,Stacy Lawson,20,Male,Houston,1564,18-25
e6e784,Erica Benson,24,Male,Miami,1027,18-25
59df81,Jennifer Berry,67,Male,New York,2373,50+
916382,Kevin Washington,63,Female,Miami,1472,50+
7064f8,Evelyn Palmer,54,Male,New York,2386,50+
811593,Christopher Smith,51,Other,Houston,3255,50+
26c89a,Jordan Brown,19,Male,Chicago,414,18-25
d07df3,Kimberly Glenn,26,Female,Houston,3025,26-35
a6b61d,Nancy Campbell,41,Male,Houston,2115,36-50
37228a,William Hart,37,Female,Chicago,2507,36-50
8312ef,Reginald Ross,68,Other,Chicago,1316,50+
1b2cd5,Rodney Gonzalez,47,Male,Houston,238,36-50
f0a89d,Natalie Nguyen,41,Male,Houston,2350,36-50
20f79d,Daniel Kim,54,Female,Houston,2277,50+
eb54c2,Tony Duffy,48,Other,Los Angeles,2652,36-50
8936ea,Kayla Lee,61,Female,Houston,4137,50+
2e6228,Edward Brown,42,Male,Chicago,4029,36-50
80d1dc,William Vazquez,39,Male,Los Angeles,4693,36-50
bbfab4,Lisa Lam,32,Other,Los Angeles,3986,26-35
36e794,Holly Vasquez,36,Male,Los Angeles,1554,36-50
ac54e7,Joseph Boyd,31,Other,New York,697,26-35
3e7683,Sheila Cameron,30,Other,New York,1598,26-35
f0c87e,William Smith,43,Other,Miami,272,36-50
791f39,Crystal Nguyen,23,Other,Los Angeles,1466,18-25
f56c4e,Stephen Hernandez,54,Male,New York,1997,50+
0cfc2b,Craig King,39,Female,Miami,4386,36-50
1b5abd,Daniel Mcmillan,22,Male,Chicago,743,18-25
1cb934,Ashley Smith,68,Male,Miami,1068,50+
a5a354,Matthew Moore,64,Male,Chicago,2137,50+
9e2389,Michael Cook,47,Other,Houston,3705,36-50
4627f4,Katrina Park,66,Female,Los Angeles,4205,50+
83cdef,William Clark,49,Female,New York,2814,36-50
56a8d9,Katie Lowe,33,Male,Houston,3678,26-35
3e1b48,Taylor Richardson,44,Other,Chicago,4193,36-50
90d7c6,Corey Johnson,33,Other,Chicago,2415,26-35
c0f584,Michelle Davis,24,Other,Miami,1424,18-25
31a237,Cynthia Solomon,56,Female,Miami,4462,50+
c87119,Jay Hancock,69,Other,New York,4090,50+
1dd7b1,Susan Evans,21,Other,Chicago,1704,18-25
120b0f,Christopher Peck,53,Male,New York,1390,50+
a52d97,Zoe Berry,23,Other,Houston,4659,18-25
282154,Karen Freeman,33,Other,Chicago,3820,26-35
67e362,Linda Brown,37,Other,Chicago,4986,36-50
e07b6d,Troy Nelson,44,Female,Miami,140,36-50
63001a,Sheila Green,64,Female,Houston,123,50+
e7a15f,Wendy Nash,33,Female,Miami,3776,26-35
0289d3,Ashley Vance,59,Other,Houston,1441,50+
e098d4,Walter Burke,54,Other,Chicago,4849,50+
aa5ddc,Brian James,26,Other,Houston,2208,26-35
4cc3df,Joshua Lin,44,Female,Chicago,353,36-50
092c22,Stephanie Flores,44,Other,Houston,3314,36-50
11e14c,Tracy Green,31,Female,Los Angeles,1442,26-35
658cee,Jessica Forbes,33,Female,Miami,4292,26-35
fa3119,Jason Whitaker,67,Male,Chicago,4762,50+
65d18b,Sean Powell,19,Female,Chicago,4269,18-25
dcb83b,Jessica Bailey,24,Other,Chicago,1679,18-25
2556f7,David Wood,43,Other,Miami,547,36-50
360f57,Elizabeth Green,56,Female,New York,2389,50+
39f33c,Benjamin Hodges,59,Other,Los Angeles,1554,50+
ee00cf,Daniel Brown,53,Male,New York,4093,50+
e1b97f,Samuel Mitchell,42,Female,Los Angeles,3039,36-50
a76950,Dr. Jennifer Lynn,35,Female,Chicago,4603,26-35
5b826e,Amy Page,32,Male,New York,2454,26-35
603fe0,Jared Hamilton,67,Other,Chicago,3390,50+
686e35,Gwendolyn Barron,66,Female,Los Angeles,1865,50+
d59ff4,Sheri Dudley,34,Female,Houston,505,26-35
e1b2b1,Jodi Durham,37,Male,Los Angeles,1260,36-50
24c8e5,Bradley Brown,42,Male,Chicago,2967,36-50
db7bff,Gary Arroyo,66,Female,Chicago,4267,50+
a29381,Katherine Jones,68,Other,New York,589,50+
2e7c73,Melissa Reyes,41,Other,Houston,2274,36-50
fbf9a8,Mark Becker,28,Other,Miami,251,26-35
7df600,Sherry Beck,18,Female,Los Angeles,3322,
1e903c,Michael Marsh,24,Male,Los Angeles,1617,18-25
9bd39e,Robert Duffy,34,Female,Houston,3877,26-35
689804,Nicole Hayes,23,Female,Chicago,4347,18-25
9388bb,Nancy Turner,46,Male,Houston,233,36-50
ffa0c3,Megan Sampson,27,Female,Houston,568,26-35
51d319,John Holt,26,Female,New York,4996,26-35
89b95c,Mark Hanson,41,Other,Miami,2832,36-50
c6bb91,Abigail Bennett,30,Other,Chicago,340,26-35
32699c,Valerie Cardenas,18,Male,Chicago,216,
9c1e73,James Wilson,62,Other,Los Angeles,698,50+
f5d634,Beverly Mora,50,Female,Houston,4208,36-50
53afab,Michael Rodriguez,52,Female,Miami,4787,50+
fe9e04,William Thompson,42,Male,New York,1997,36-50
ca68e4,Natalie Williams,45,Female,Miami,1962,36-50
2b9564,Sergio Wells,54,Female,Los Angeles,2028,50+
5aa643,Rachel Bradshaw,47,Other,Miami,4189,36-50
257e66,Robert Mcclure,36,Female,Chicago,1882,36-50
b77f0a,Juan Morgan,62,Other,Houston,1853,50+
32c04b,Sarah Lee,41,Male,Los Angeles,3780,36-50
683113,Tamara Myers,46,Male,Chicago,1510,36-50
ec663d,Stephanie Preston,38,Female,Houston,4890,36-50
499ab4,David Richmond,33,Female,Los Angeles,769,26-35
fe4026,Colleen Macias,27,Other,Miami,4335,26-35
a7156f,Joshua Santos,42,Male,Miami,1428,36-50
bea91a,Alicia Edwards,66,Male,Chicago,3334,50+
6d2563,Joseph Reyes,53,Female,New York,4290,50+
a9b582,Rebecca Murphy,27,Other,Miami,2922,26-35
b21113,Steven Levy,23,Female,Miami,4960,18-25
deba11,Elizabeth Sanchez DVM,48,Other,Chicago,1633,36-50
c0090b,Carolyn Thompson,25,Other,New York,703,18-25
9d7d39,Samantha Wright,49,Other,Chicago,4025,36-50
e6bc5a,David Ellis,59,Male,Chicago,2291,50+
68f3ee,Christine White,65,Male,New York,3625,50+
ac17d5,Jimmy Allen,31,Other,New York,4524,26-35
7680b8,Amy Casey,51,Female,New York,1179,50+
92348e,Jonathan Goodwin,52,Female,Houston,2481,50+
b70eaa,Derek Fernandez,23,Female,Los Angeles,4617,18-25
cb773f,Joe Rivera,36,Male,Chicago,4452,36-50
d538ec,William Green,34,Female,Chicago,570,26-35
3c6a35,Erik Scott,68,Female,Los Angeles,1275,50+
6474f7,Connie Calderon,69,Male,Miami,2618,50+
fde82f,William Lopez,42,Male,Chicago,3687,36-50
c54e01,Calvin Thompson,58,Male,Miami,463,50+
03adb4,James Harrison,41,Other,Los Angeles,2832,36-50
0b1953,Stacy Vasquez,21,Other,New York,2738,18-25
813d4a,Andrew Mcgrath,68,Other,Los Angeles,1140,50+
cdaebd,Joan Taylor,42,Male,Los Angeles,548,36-50
9bfc49,Karen Weiss,48,Male,New York,3640,36-50
69a013,Heather Kirby,61,Male,Chicago,1739,50+
1c5121,Stephanie Curtis,41,Other,Los Angeles,4468,36-50
35ec56,Emma Durham,49,Other,Miami,3913,36-50
a76544,Bruce Williams,29,Male,Chicago,1904,26-35
729845,Amy Ortiz,19,Female,Chicago,3497,18-25
7831cb,Alexandra Poole,57,Male,New York,183,50+
8b072f,Joshua Martin,54,Other,New York,738,50+
97ddc5,Gerald Henderson,27,Female,Houston,1246,26-35
001faa,Shirley Allen,32,Female,Houston,3500,26-35
cdfbac,Kristen Ferguson,42,Other,Los Angeles,478,36-50
51fbb2,Melanie Burch,53,Female,New York,101,50+
dadfc7,Charles Hart,38,Female,Houston,3009,36-50
d1e22d,Amanda Douglas,24,Female,Houston,745,18-25
cebc22,Louis Davies,30,Other,Chicago,213,26-35
7a76dc,Ethan Wallace,41,Other,Los Angeles,4322,36-50
914cae,Joyce Estrada,31,Other,Los Angeles,2548,26-35
d80b1d,Walter Walker,54,Female,Chicago,1436,50+
003eb5,Bailey Thompson,52,Male,Miami,1965,50+
f12f7c,Karen Olson,68,Other,Houston,1376,50+
cb66f8,Frank Choi,41,Female,Houston,535,36-50
322b62,Jesus Thompson,63,Female,New York,2794,50+
47cda6,Dana Martinez,47,Other,Houston,1077,36-50
40e96a,Steven Wilson,55,Male,Miami,182,50+
a93149,Tara Rhodes,60,Male,Chicago,3889,50+
d000ed,Jeff Wilson,25,Other,Miami,3862,18-25
d677d4,Ashley Jimenez,60,Male,New York,3616,50+
8c81e9,Patricia Johnson,39,Female,New York,257,36-50
e9835a,Bianca Kennedy,42,Female,Houston,3957,36-50
b3a29e,Brianna Suarez,67,Male,Los Angeles,4522,50+
bcec57,Erika Smith,56,Female,Los Angeles,910,50+
622979,Barry Potts,24,Other,Miami,4475,18-25
dc303e,Raymond Rodriguez,51,Male,Los Angeles,3809,50+
b48490,Amy Callahan,18,Female,Los Angeles,2653,
3c4282,Ashley Lewis,44,Male,New York,2289,36-50
532e11,Stephanie Wells,60,Other,Chicago,1268,50+
deabb3,Cody Barnes,38,Female,Houston,2671,36-50
20c88e,Kimberly Cooper,61,Female,Miami,3980,50+
f9e9a1,Samuel Lawrence,56,Male,New York,4478,50+
0ab6ce,Renee Ballard,31,Male,Los Angeles,1008,26-35
2a7cd7,Brandon Johnson,18,Male,Miami,4670,
9b1435,Richard James,64,Other,Miami,1513,50+
dff9e8,Dylan Wilkinson,62,Other,Miami,4250,50+
230813,Kevin Ferguson,45,Female,Chicago,4056,36-50
527fad,Kathleen Moore,68,Female,Los Angeles,1912,50+
21bbf9,Nathaniel Reed,64,Other,Miami,4753,50+
3fe6f2,Gail Gutierrez,46,Female,Chicago,2097,36-50
9de4c7,Kevin White,56,Male,New York,2918,50+
c5df74,Donna Bonilla,69,Other,New York,4310,50+
4f01a0,Gwendolyn Bailey,21,Male,Chicago,3490,18-25
351018,Paul Edwards,49,Female,Miami,3328,36-50
9f5132,Matthew Williams,66,Male,Los Angeles,3847,50+
66ca62,Jennifer Pineda,40,Female,New York,3223,36-50
18e5e1,Amber Rios,27,Female,Miami,401,26-35
2e2faa,Alan Ward,18,Male,Houston,4743,
8d0ef6,Joseph Wilcox,40,Other,Chicago,4761,36-50
a0eb2a,Robert Rodriguez,47,Other,Los Angeles,3934,36-50
c6ddcf,Matthew Baldwin,62,Female,Chicago,3361,50+
8cb9b9,Stephanie Walker,38,Male,Los Angeles,1687,36-50
c5c830,Emily Ingram,69,Male,Houston,1860,50+
6d8a42,Matthew Kelly,55,Male,Chicago,490,50+
1897b1,Matthew Brown,52,Other,Chicago,3750,50+
6a2856,Alexander Nelson,29,Other,New York,4426,26-35
466388,Matthew Hess,45,Other,New York,3531,36-50
25853a,Scott Harris,22,Male,Chicago,799,18-25
973dac,Ashley Perez,55,Male,Miami,3644,50+
ac8724,Sheri Jacobson,28,Male,Houston,4989,26-35
5cbaa7,Timothy Mcdaniel,62,Female,Los Angeles,4680,50+
87142e,Jody Mcdonald,51,Female,Chicago,4229,50+
381b4d,Joseph Brown,35,Female,Miami,4374,26-35
464c90,Jose Stuart,45,Other,Houston,408,36-50
0fb4bf,Jessica Oconnor,62,Other,New York,1287,50+
b6a9cf,Matthew Cervantes,37,Male,Chicago,3042,36-50
4cd602,Connor Foster,18,Female,New York,4866,
a42663,Peter Flores,45,Male,Houston,4186,36-50
e93673,Mary Frye,39,Other,Houston,2364,36-50
ff1ed3,Tonya Sullivan,47,Male,Houston,2753,36-50
93002d,Michael Riley,64,Female,Miami,482,50+
e540e0,Kevin Roberson,67,Other,Houston,3122,50+
e855c4,Patricia Nelson,28,Male,Miami,4640,26-35
5ce5f2,Michael Thompson,52,Female,Miami,404,50+
537bd7,Scott Thompson,62,Male,New York,2195,50+
f0620d,Melissa Howe,28,Male,New York,3733,26-35
d60d66,Joseph Hammond,18,Other,Chicago,1093,
2e40da,Theresa Wilson,59,Other,Houston,3571,50+
a4c166,Carlos Doyle,64,Other,Los Angeles,902,50+
40987f,Teresa Hart MD,61,Female,Houston,4121,50+
3f7dec,Jose Dean,64,Female,Los Angeles,1145,50+
f7a4d1,Mark Bird,36,Male,Miami,787,36-50
e32768,Terry Allen,53,Other,Chicago,3349,50+
ffdb80,Joshua Moran,40,Other,Houston,939,36-50
1e566b,Thomas Garrett,50,Male,Miami,1707,36-50
ad4f17,Hannah Gentry,28,Female,New York,3079,26-35
2216f1,Kimberly Cooley,44,Other,Miami,3407,36-50
485a36,Eric Hobbs DDS,57,Female,Houston,2003,50+
180dac,Crystal Gonzalez,22,Male,New York,572,18-25
60d951,Michael Johns,63,Male,Miami,4161,50+
c223ce,Kyle Moses,62,Female,Los Angeles,3464,50+
1cd16d,Corey Rodriguez,68,Other,Chicago,2800,50+
b08fef,Justin Wood,35,Female,Miami,707,26-35
c8fecf,Joel Herrera,27,Male,Miami,1961,26-35
be03b6,Robert Harvey,41,Male,Chicago,2005,36-50
63a7f4,Kimberly Reed,54,Male,New York,1512,50+
1933b9,Dr. Anthony Stanley,62,Female,Chicago,2822,50+
231443,Megan Martin,26,Male,Los Angeles,1338,26-35
1c1279,Erin Mitchell,68,Other,Miami,2413,50+
b719f1,Justin Fitzpatrick,26,Other,Los Angeles,2072,26-35
71536a,Sarah Johnson,46,Male,Los Angeles,2604,36-50
bceb75,Ryan Wilkerson,65,Other,Houston,4511,50+
99cce5,Dawn Johnson,35,Female,Chicago,1536,26-35
f7dd1f,Alan Taylor,39,Male,Houston,2177,36-50
0fc9e3,Scott Duffy,58,Other,Los Angeles,1449,50+
bae1dd,Margaret Bailey,44,Other,New York,394,36-50
61ef35,Lisa Jenkins,52,Female,New York,2642,50+
5a355b,Rachel Smith,40,Male,New York,1103,36-50
b36a69,Cassandra Hunt,27,Male,New York,4970,26-35
1ae409,Doris Nixon,66,Other,Los Angeles,3317,50+
1bc128,Katherine Olson,59,Male,Houston,143,50+
6b8fb7,Bradley Mcclain,31,Male,Chicago,3068,26-35
9f3c10,Adrian Buckley,39,Other,Los Angeles,3900,36-50
4ef533,Alex Phillips,64,Male,Houston,4645,50+
51f9e6,Michelle Moreno DDS,42,Other,Miami,2333,36-50
e50fd0,Michelle Wong,62,Other,Chicago,1275,50+
7888ee,Ms. Martha Tucker,29,Male,Houston,3416,26-35
512f82,Michael Johnson,38,Female,Miami,1405,36-50
df03df,Megan Gonzalez,68,Male,Houston,904,50+
567ab3,Stephen Wilson,41,Male,Houston,1037,36-50
a0f224,Kimberly Sampson,58,Male,Houston,918,50+
bdb07f,Crystal Shaw,18,Male,Miami,2488,
452506,Christopher Johnson,66,Female,Los Angeles,2519,50+
d4165a,Kelsey Austin,30,Other,Miami,1832,26-35
2c0034,Ryan Miller,28,Other,Chicago,655,26-35
dd9a01,Marcus Cox,45,Other,Miami,4736,36-50
af8a35,Jill Morgan,49,Female,Chicago,4346,36-50
1be281,Danielle Garza,60,Male,Los Angeles,3483,50+
727709,Joyce Stephenson,51,Male,Chicago,320,50+
843c81,Cindy Dixon,45,Male,Miami,200,36-50
afe135,Omar Adams,46,Other,Houston,1795,36-50
75428d,Derrick Johnson,63,Female,Miami,4588,50+
f310a8,Matthew Hicks,43,Male,Miami,1886,36-50
9d4cce,James Burton,65,Female,Miami,933,50+
fa4271,Scott Barnes,26,Other,Houston,1350,26-35
aabeea,Sergio Hodge,56,Other,Los Angeles,4813,50+
6b81a8,Jonathan Donovan,25,Other,New York,3771,18-25
cc9ba0,Brianna Hill,41,Female,New York,4597,36-50
9c1061,Kim Hicks,67,Male,New York,3163,50+
985c9f,Lisa Kelley,33,Male,Los Angeles,1639,26-35
e60281,Michele Hall,59,Other,Houston,3253,50+
200248,Courtney Brown,49,Other,Houston,2370,36-50
628f76,Nichole Gould,45,Female,Chicago,1575,36-50
50f690,Shelia Valentine,22,Other,Los Angeles,230,18-25
16a09f,Dr. Suzanne Riley,41,Other,Houston,486,36-50
fc3922,Janice Coleman,58,Male,Miami,2497,50+
66acf0,Kelli Willis,34,Female,Miami,3986,26-35
73f0cc,Susan Rosales,65,Female,Chicago,625,50+
2bb631,Brittany Dalton,32,Female,Miami,3396,26-35
50e071,Cameron Shields,44,Other,New York,142,36-50
27fcdf,Ian Ellis,49,Female,New York,4087,36-50
959b14,Courtney Morrison,19,Other,Miami,2004,18-25
ab7452,Marvin Lee,44,Female,Houston,2795,36-50
b78ecd,Alexandra Poole,27,Male,Los Angeles,2855,26-35
389383,Michele Yang,51,Female,Chicago,709,50+
775de5,Timothy Thomas,52,Other,Miami,3504,50+
fbc727,Christina Sims,55,Male,Chicago,1049,50+
7eef43,Brian Kirk,49,Male,Houston,2638,36-50
6860f0,Jeffrey Randall,39,Female,New York,3667,36-50
9bd481,Ian Hanson,49,Other,Chicago,4454,36-50
ce061d,Rebecca Hall,59,Male,Houston,301,50+
35af9d,Anthony Hamilton,51,Female,New York,2496,50+
32927d,Brett Guerrero,65,Male,Miami,1241,50+
7c9790,Derrick Smith,20,Female,Chicago,4155,18-25
058198,Hannah Santana,24,Female,Los Angeles,497,18-25
d40b64,Anthony Pruitt,47,Other,Chicago,2346,36-50
ef941e,Crystal Edwards,61,Female,Los Angeles,3697,50+
4fcc8a,Thomas Tran,31,Other,Los Angeles,3756,26-35
452346,James Hartman,51,Female,Houston,1506,50+
1efff5,Terry Gonzalez,53,Female,Miami,1997,50+
74e34e,Jennifer Schmitt,19,Male,New York,847,18-25
d10352,Jordan Jones,43,Female,Chicago,280,36-50
8eb823,Aaron Bass,63,Male,Miami,3559,50+
339a50,Andrea Hart,29,Other,Los Angeles,510,26-35
d673c7,Miss Teresa Guzman,50,Female,Chicago,3754,36-50
9a67bd,Anna Taylor,69,Female,Miami,314,50+
7270dd,Christopher Roberts,64,Female,Miami,850,50+
a1ac40,Jason Murray,29,Male,Houston,1167,26-35
31a545,Jonathan Conner,38,Male,Chicago,1939,36-50
5e2217,Jodi Cannon,43,Female,Chicago,3763,36-50
31f38a,Jonathan Lee,41,Male,New York,4286,36-50
5ac382,Deborah Hall,35,Male,Los Angeles,4168,26-35
d3d467,Zachary Bridges,66,Female,Chicago,3893,50+
08d3e4,Daniel Robinson,23,Male,Los Angeles,3734,18-25
43949d,Phillip Frazier,36,Male,Miami,1431,36-50
54579a,Lisa Wilkerson,51,Female,Los Angeles,550,50+
ddf118,Steven Hall,56,Other,Los Angeles,4353,50+
36864d,Christopher Lutz,20,Other,Miami,1317,18-25
e9ef6b,Andrew Myers,67,Female,New York,4132,50+
3d3774,Dean Moore,39,Female,Miami,2396,36-50
0a0472,Jacob Reynolds,43,Other,Miami,2348,36-50
1de488,Shannon Henry,20,Male,Miami,2173,18-25
8c767a,Gina Garcia,66,Female,Los Angeles,3289,50+
f1d09c,Brenda Rice,33,Other,Los Angeles,1368,26-35
d6f4c1,Ruth Moore,34,Female,New York,1872,26-35
0a4dfb,Terry Romero,47,Other,Chicago,1894,36-50
034e5a,John Wright,47,Male,Chicago,1519,36-50
fe2f1d,Jacqueline Henderson,45,Other,Houston,2798,36-50
e5662a,Daniel Mitchell,57,Male,Houston,2418,50+
085a79,Catherine Anderson,54,Other,New York,2814,50+
6b2c09,Janice Contreras,54,Female,Miami,4561,50+
3afbdc,Ryan Arroyo,61,Other,Chicago,761,50+
00992f,Heather Torres,50,Other,Chicago,639,36-50
953d32,Carol Reyes,30,Other,Miami,4915,26-35
b1815f,Michael Fox,23,Female,Chicago,1124,18-25
338ae2,Bridget Reid,30,Male,New York,4684,26-35
c6e3fc,Steven Jones,34,Other,Los Angeles,3681,26-35
87bf97,Jeremy Wilson,53,Male,Chicago,3159,50+
49b796,Amanda Villarreal,54,Female,Chicago,2331,50+
18e34f,Jamie Stewart,35,Male,Houston,219,26-35
97d0b6,Andrew Allen,61,Male,Miami,3478,50+
8c1f24,Laura Durham,54,Male,New York,1034,50+
ef1b86,Samantha Harris,33,Female,New York,1144,26-35
51bee5,Christopher White,46,Other,New York,285,36-50
78195c,Anthony Wood,32,Female,Miami,4165,26-35
28c9c9,Michael Howe,30,Other,Miami,3682,26-35
46bd28,Christopher Campbell,18,Male,Miami,4066,
45811b,Makayla Lewis,46,Male,Houston,4830,36-50
e88f34,Wanda Green,39,Female,New York,3151,36-50
7dea6c,Erica Wilson,47,Male,New York,4834,36-50
a69236,Justin Jennings,25,Other,Miami,3933,18-25
684ae2,Scott Hernandez,58,Other,Miami,2872,50+
1216f3,Jon Knight,39,Female,Los Angeles,933,36-50
4a8fd8,Gregory White,60,Other,Houston,4935,50+
09d42f,Steven Dixon,51,Other,New York,968,50+
6e6bc3,Michael Byrd,43,Other,Miami,1971,36-50
41bc7a,Sarah Tate,65,Other,Miami,1496,50+
8963d3,Juan Gray,61,Other,Chicago,2803,50+
d82c21,Kyle Gutierrez,69,Female,Los Angeles,4924,50+
09c52b,Mark Mitchell,51,Male,New York,1147,50+
dc88ae,Jessica Brown,55,Male,Houston,4861,50+
e6a700,Kristen Christian,56,Female,Chicago,1120,50+
decbdb,Christian Davies,57,Other,Los Angeles,1893,50+
9370f2,Renee Salazar,22,Other,Houston,4495,18-25
70edb6,David Esparza,48,Other,Chicago,4697,36-50
bf6461,John Nash,62,Male,Houston,2577,50+
24a01f,Michael Huber,62,Male,Los Angeles,1336,50+
8f8b02,Kimberly Guerra,35,Female,Miami,2299,26-35
5c8e36,Jasmin Coleman,45,Male,New York,478,36-50
cb13dc,Peter Archer,30,Male,Houston,3523,26-35
9b50e1,Aaron Peterson,51,Female,Houston,4785,50+
158a7f,Amy Jones,22,Other,Houston,2942,18-25
41b11c,Eric Bonilla,29,Other,Houston,803,26-35
f91db7,Mrs. Monica Daniel,56,Other,Miami,940,50+
91d9c7,Jamie Johnson,24,Female,Houston,3522,18-25
64dda7,Steven Ramirez,42,Female,New York,3979,36-50
57bb4e,Kenneth Spencer,26,Female,Miami,2873,26-35
5f5fb5,Keith Johnson,30,Male,New York,2135,26-35
7fe81c,Nicole Curtis,22,Female,Chicago,1249,18-25
11fb51,Sara Schneider,49,Female,New York,3657,36-50
585dcb,Jeffery Brewer,24,Female,Chicago,2173,18-25
2cc2a9,James Rivera,48,Female,Houston,2839,36-50
0cc277,Bryan Rosales,32,Other,New York,725,26-35
297c4b,Rebecca Wilson,48,Male,Chicago,4382,36-50
69dd1d,Rebekah Ortiz,59,Male,Miami,1307,50+
f3f135,Vanessa Flores,45,Other,Houston,3495,36-50
10c2a7,Gina Martinez,30,Other,Los Angeles,1523,26-35
22adfd,Connie Mills,55,Other,Houston,2184,50+
8ecd26,Kendra Hess DDS,62,Other,Chicago,3485,50+
75d8b9,Mary Bailey,22,Male,New York,3680,18-25
67cf85,Shannon Jackson,50,Female,Houston,4183,36-50
60a719,David Reyes MD,34,Other,Los Angeles,4776,26-35
eb83ec,Taylor Ramirez,45,Female,Houston,2228,36-50
3e7677,Gerald Escobar,23,Other,Chicago,1279,18-25
ca7942,Michael Smith,64,Male,New York,3320,50+
39788c,Jose Rodriguez,66,Female,Miami,4527,50+
d17cfd,Rebecca David,52,Other,Los Angeles,1950,50+
49faaf,Carl Chen,50,Male,Chicago,4426,36-50
e2d32e,Edwin Mason,27,Female,Houston,3482,26-35
cb1b4b,Dennis Parker,58,Other,Chicago,2479,50+
6ce74b,Tanya Hebert,24,Other,Los Angeles,4704,18-25
328221,Veronica Shea,29,Other,Houston,3158,26-35
3125a6,Nicole Sawyer,23,Other,New York,3485,18-25
fd1cfb,Anthony Anderson,37,Female,Los Angeles,805,36-50
8b77b6,Molly Ford,36,Male,Chicago,4370,36-50
f92445,Julie Harris,34,Male,Los Angeles,1372,26-35
7e5624,Angela Riley,57,Male,Los Angeles,3135,50+
991cf9,Phillip Mckay,58,Male,New York,4576,50+
b0f232,Meghan Baker,19,Female,Los Angeles,3639,18-25
181bb0,Erica Davis DDS,45,Male,Miami,1977,36-50
fa6447,Luis Murphy,34,Other,Chicago,1568,26-35
122a5c,Angela Butler,41,Female,New York,3838,36-50
ba6084,Annette Grant,66,Male,Miami,1275,50+
6f742e,Beth Hutchinson,62,Other,Chicago,1100,50+
37c8ce,Tyler Sanchez,33,Female,Houston,651,26-35
1d7a65,Sharon Brown,27,Male,Houston,4968,26-35
98c017,Michael Campbell,29,Female,Miami,3116,26-35
ea5024,Katherine Wood,35,Male,Houston,3176,26-35
8739c9,Mr. Tyler Mendoza,53,Other,New York,3929,50+
2f397f,Joyce Gross,65,Male,New York,3314,50+
e21595,Sandra Collins,36,Male,Houston,2777,36-50
e11cbc,Jeffrey Calhoun,49,Male,Chicago,1693,36-50
bafce5,John Williams,45,Other,Chicago,420,36-50
a4de02,Jonathan Hayes,68,Female,Chicago,1692,50+
f85bc2,Gabriel Wong,47,Female,Los Angeles,4544,36-50
631a95,Franklin Johnson,41,Male,Houston,1328,36-50
110ef6,Mark Jenkins,40,Female,Los Angeles,2038,36-50
b6893f,Daniel Cross,41,Other,New York,4450,36-50
acd031,Mario Mcdonald,45,Male,New York,3019,36-50
cf5388,Stephen Smith,33,Female,Chicago,4892,26-35
3c694f,Jonathan Kim,56,Female,Los Angeles,3322,50+
995c47,Natalie Krause,55,Other,Los Angeles,4029,50+
5fa418,Kevin Kelly,20,Female,Miami,212,18-25
3dd337,Donna Brown,43,Other,Los Angeles,899,36-50
0f1d91,Christina Kelly,56,Male,Los Angeles,3367,50+
e5c3ec,Vickie Horton,23,Male,Los Angeles,401,18-25
